#4Help Main Categories,Sub-Category,Sub Sub-category,Name of Service,Hot Line or Help Line Phone Number or Fax Number,Street Address,City or Town,State,ZipCode,Keyword Using Categories,Business Phone Number,Website,Services Provided,Brief Description,Contact Person,Contact Person Email
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," United Way of the Ouachitas

",35771992,210 Woodbine Street,Hot Springs National Park ,AR,71901,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",35771992,N/A,DescriptionThe United Way of the Ouachitas envisions a community where all individuals and families achieve their full potential.,DescriptionThe United Way of the Ouachitas envisions a community where all individuals and families achieve their full potential.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Hot Springs Senior Center

",57468535,508 Ouachita Avenue,Hot Springs National Park ,AR,71901,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",57468535,https://www.garlandcountycasa.org,Description,Description,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Tri-Lakes CASA

",54036740,600 West Grand Avenue Suite 200,Hot Springs National Park ,AR,71902,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",54036740,N/A,"DescriptionCourt Appointed Special Advocates serving abused and neglected children in Garland, Grant and Hot Spring Counties until they reach a safe and permanent home. ","DescriptionCourt Appointed Special Advocates serving abused and neglected children in Garland, Grant and Hot Spring Counties until they reach a safe and permanent home. ",N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Community Services Office, Inc.

",55094134,200 Reserve Street,Hot Springs National Park ,AR,71901,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55094134,https://www.arcareereducation.org/contact,DescriptionProviding a range of services to enable low-income families to escape poverty conditions and improve quality of life.,DescriptionProviding a range of services to enable low-income families to escape poverty conditions and improve quality of life.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Arkansas Rehabilitation Services

",54036749,300 North Spruce Street,Searcy ,AR,72143,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",54036749,https://www.wccasa.org/,"DescriptionPrepares Arkansans with disabilities to work and lead productive and independent lives, Arkansas Rehabilitation Services (ARS) provides a variety of training and career preparation programs.Services include career and technical education and training, transition from school to work or postsecondary education, on-the-job training, and ancillary support services that clients may need for successful employment.","DescriptionPrepares Arkansans with disabilities to work and lead productive and independent lives, Arkansas Rehabilitation Services (ARS) provides a variety of training and career preparation programs.Services include career and technical education and training, transition from school to work or postsecondary education, on-the-job training, and ancillary support services that clients may need for successful employment.",N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," CASA of White County

",59021697,5752 State Park Lane,Harrisburg ,AR,72432,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",59021697,httpss://www.arkansasstateparks.com/lakepoinsett/,DescriptionCourt Appointed Special Advocates serving abused and neglected children in White and Prairie Counties of Arkansas until they reach a safe and permanent home.,DescriptionCourt Appointed Special Advocates serving abused and neglected children in White and Prairie Counties of Arkansas until they reach a safe and permanent home.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Lake Poinsett State Park

",55306378,PO Box 1196,Searcy ,AR,72145,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55306378,https://www.hopecottage.info,DescriptionAgency is a state park. ,DescriptionAgency is a state park. ,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," White County Domestic Violence Prevention

",55924389,136 Standpipe Road,Hot Springs National Park ,AR,71913,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55924389,N/A,DescriptionDomestic Violence Shelter,DescriptionDomestic Violence Shelter,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Pleasant Hills Baptist Church

",56095435,N/A,N/A,N/A,N/A,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",56095435,N/A,DescriptionFood Assistance,DescriptionFood Assistance,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Crater of Diamonds State Park

",55180274,900 East South Street,Harrisburg ,AR,72432,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55180274,httpss://www.facebook.com/pages/New-Vision-Worship-Center-Cog/333499880020145,DescriptionAgency is a state park. ,DescriptionAgency is a state park. ,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," New Vision Worship Center

",55503331,1564 Hwy. 32 East,Ashdown ,AR,71822,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55503331,httpss://www.arkansasstateparks.com/millwood/,DescriptionAgency is a church that provides services to the community. ,DescriptionAgency is a church that provides services to the community. ,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Millwood State Park

",55320477,205 Town Hall Drive,Mineral Springs ,AR,71851,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55320477,httpss://www.facebook.com/Mineral-Springs-Arkansas-Fire-and-Rescue-277455856411/,DescriptionAgency is a state park. ,DescriptionAgency is a state park. ,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Tollette Volunteer Fire Department

",34988638,120 East Court,Murfreesboro ,AR,71958,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",34988638,N/A,DescriptionGovernment/County/Municipal,DescriptionGovernment/County/Municipal,N/A,N/A
