#4Help Main Categories,Sub-Category,Sub Sub-category,Name of Service,Hot Line or Help Line Phone Number or Fax Number,Street Address,City or Town,State,ZipCode,Keyword Using Categories,Business Phone Number,Website,Services Provided,Brief Description,Contact Person,Contact Person Email
California,"Comprehensive Disability Related Employment Programs, , ","Comprehensive Disability Related Employment Programs, , ",  Bakersfield Association for Retarded Citizens on the Move,661-834-2272,2240 South Union AvenueBakersfield,Bakersfield,CA,93307,"Comprehensive Disability Related Employment Programs, , ",661-834-2272,http://www.barc-inc.org,Disabled adults ,"Description	Provides job-training and work opportunities.",N/A,dkyle@barc-inc.org
California,", ",", ", MYOTONIC DYSTROPHY FOUNDATION (MDF),N/A,1004A O'Reilly AvenueSan Francisco,Francisco,CA,94129,", ",N/A,http://www.myotonic.org,"DescriptionA patient organization focused solely on myotonic dystrophy, whose mission is to enhance the quality of life of people living with myotonic dystrophy (DM) and advance research focused on treatments and a cure.","DescriptionA patient organization focused solely on myotonic dystrophy, whose mission is to enhance the quality of life of people living with myotonic dystrophy (DM) and advance research focused on treatments and a cure.",,info@myotonic.org
California,"Holiday Programs, , ","Holiday Programs, , ", NADC Resource Center,N/A,4620 New Horizon BlvdBakersfield,Bakersfield,CA,93313,"Holiday Programs, , ",N/A,N/A,Open to all. First come first served.  ,DescriptionProvides a free turkey giveaway.,,N/A
California,"Municipal Police, Drug Crime Reporting, , ","Municipal Police, Drug Crime Reporting, , ", Narcotic Tip Line,661-396-3671,1601 Truxtun AvenueBakersfield,Bakersfield,CA,93301,"Municipal Police, Drug Crime Reporting, , ",661-396-3671,http://www.bakersfieldcity.us/police/investigations/narcotics,Open to the public ,DescriptionProgram provides a confidential tip line to report illegal activity involving narcotic sales and use.,Jess Molinar                                      LT.                                               ,gbla@lightspeed.net
California,", ",", ", NATIONAL MULTIPLE SCLEROSIS SOCIETY,N/A,5150 West Goldleaf Circle,Circle,CA,90056,", ",N/A,http://www.nationalmssociety.org,"DescriptionNationwide nonprofit organization whose goal is to promote research, educate, advocate on critical issues, and organize a wide range of programs; including support for the newly diagnosed and those living with MS over time.","DescriptionNationwide nonprofit organization whose goal is to promote research, educate, advocate on critical issues, and organize a wide range of programs; including support for the newly diagnosed and those living with MS over time.",,CALMS@nmss.org
California,"Weather Reports, Weather Advisories, , ","Weather Reports, Weather Advisories, , ", National Weather Service,661-393-2340,900 Foggy Bottom RoadHanford,Hanford,CA,93230,"Weather Reports, Weather Advisories, , ",661-393-2340,http://www.weather.gov,Open to the public ,"DescriptionProgram provides minute to minute national and local weather related information to the public including: drought updates, climate data, forecasts and severe weather warnings.",Steven Mendenhall                                 Meteorologist (MIC)                     ,N/A
California,", ",", ", National Weather Service,(559)584-3752,900 Foggy Bottom RoadHanford,Hanford,CA,93230,", ",(559)584-3752,http://www.wrh.noaa.gov/hnx/ourcwa.php,"DescriptionProvides minute to minute national and local weather related information to the public including: drought updates, climate data, forecasts and severe weather warnings.","DescriptionProvides minute to minute national and local weather related information to the public including: drought updates, climate data, forecasts and severe weather warnings.",Steven Mendenhall                                 Meteorologist in charge (MIC)                     ,steven.mendelhall@noaa.gov
California,"Developmental Screening, Court Ordered Parenting Programs, Leisure Activities/Recreation, , ","Developmental Screening, Court Ordered Parenting Programs, Leisure Activities/Recreation, , ", Neighborhood Place Community Learning Centers ,661-392-2020,401 Willow DriveBakersfield,Bakersfield,CA,93308,"Developmental Screening, Court Ordered Parenting Programs, Leisure Activities/Recreation, , ",661-392-2020,http://www.norfun.org,Open to everyone. Developmental screening for children 0-5.  ,"DescriptionProgram provides parenting classes, lending library, and kindergarten readiness activities. Also provides developmental screening.",Sonia Quill                                       Coordinator                                       ,squill@norrecreation.org
California,"Group Advocacy, Developmental Disabilities, Disease/Disability Information, Comprehensive Disability Related Employment Programs, , ","Group Advocacy, Developmental Disabilities, Disease/Disability Information, Comprehensive Disability Related Employment Programs, , ", New Advances For People With Disabilities,661-395-1361,2601 F StreetBakersfield,Bakersfield,CA,93301,"Group Advocacy, Developmental Disabilities, Disease/Disability Information, Comprehensive Disability Related Employment Programs, , ",661-395-1361,http://napd-bak.org,Developmentally disabled child or adult. ,"Description	Provides training, education, employment assistance, recreation, and advocacy for disabled children and adults.",Darla D Benson                                    Interim Ex. Director                              ,administrator@napd-bak.org
California,"Food Pantries, , ","Food Pantries, , ", New Covenant PCG,661-392-7232,800 Airport DriveBakersfield,Bakersfield,CA,93308,"Food Pantries, , ",661-392-7232,http://www.newcovenantpcg.com/,Open to public ,DescriptionProvides a food distribution once a week.,,N/A
California,", ",", ", New Covenant PCG,N/A,800 Airport DriveBakersfield,Bakersfield,CA,93308,", ",N/A,http://www.newcovenantpcg.com/,Open to the public. ,DescriptionFood distribution once a week.,Kim HallSecretary                                         (661) 392-7232,newcovenantpcg@gmail.com
California,", ",", ", NEW HOPE CRISIS COUNSELING HOTLINE,714-620-8810,N/A,N/A,N/A,N/A,", ",714-620-8810,http://www.rcbo.org/group/new-hope-crisis-counseling/,"Description A non-profit Catholic ministry whose mission includes serving people in need, strengthening families and the community, and its' continued support of New Hope Crisis Counseling Hotline.","Description A non-profit Catholic ministry whose mission includes serving people in need, strengthening families and the community, and its' continued support of New Hope Crisis Counseling Hotline.",,ldunn@newhopenow.org
California,"Food Pantries, , ","Food Pantries, , ", New Hope Temple,661-765-4572,308 Harrison StreetTaft,Taft,CA,93268,"Food Pantries, , ",661-765-4572,http://www.newhopetaft.us/,Open to the public ,"Description	Provides a food pantry twice a month.	 ",N/A,N/A
California,", ",", ", New Hope Temple,N/A,308 Harrison StreetTaft,Taft,CA,93268,", ",N/A,http://www.newhopetaft.us/,DescriptionProvides a food pantry twice a month.,DescriptionProvides a food pantry twice a month.,Carol Reed                   Food Bank661-765-4572,N/A
California,"Food Pantries, Prescription Drug Discount Cards, , ","Food Pantries, Prescription Drug Discount Cards, , ", New Life Assembly of God - California City ,760-373-7813,21924 Calhoun DriveCalifornia City,City,CA,93505,"Food Pantries, Prescription Drug Discount Cards, , ",760-373-7813,http://www.capk.org/,Open to the public ,DescriptionProgram offers food assistance once a month.,N/A,info@capk.org
California,"Parole, Youth Violence Prevention, Vocational Centers, Youth Employment Programs, Adult Residential Treatment Facilities, , ","Parole, Youth Violence Prevention, Vocational Centers, Youth Employment Programs, Adult Residential Treatment Facilities, , ", New Life Recovery and Training Center,661-873-4676,3501 Edison HighwayBakersfield,Bakersfield,CA,93307,"Parole, Youth Violence Prevention, Vocational Centers, Youth Employment Programs, Adult Residential Treatment Facilities, , ",661-873-4676,http://newlifetrainingcenter.org,Males 18 and older. Referred by probation or parole.  ,"DescriptionProgram provides residential services and support services include: 24 hour residential care, psycho-social case management, access to health and social services, counseling, vocational training, substance abuse awareness, and employment opportunities.",,info@newlifecenter.us.com
California,"General Dentistry, , ","General Dentistry, , "," Niles Family Dentistry, DDS",661-863-0609,2217 Niles PointBakersfield,PointBakersfield,CA,93306,"General Dentistry, , ",661-863-0609,http://www.thecrowndental.com/,Open to the public ,DescriptionProvides dental services to individuals of all ages.,Julie Yzaguirre                                   Office Manager                                    ,thecrowndental@gmail.com
California,", ",", "," Noel De Los Reyes, DMD",N/A,2236 Girard StreetDelano,Delano,CA,93215,", ",N/A,http://comprehensivepediatricdentistry.com/,Open to those 8 years and older. ,Description Provides general dental care services.,Noel De Los Reyes                                 Doctor of Medical Dentistry (DMD)                 ,N/A
California,"General Dentistry, , ","General Dentistry, , "," Noel Delos Reyes, DMD",661-721-3656,2236 Girard StreetDelano,Delano,CA,93215,"General Dentistry, , ",661-721-3656,https://delos-reyes-noel-m-dmd.hub.biz/,Open to those 8 years and older ,Description Provides general dental care services.,N/A,N/A
California,"Parenting Skills Classes, Parenting/Family Support Groups, Tutoring Volunteer Opportunities, Specialized Counseling Services, , ","Parenting Skills Classes, Parenting/Family Support Groups, Tutoring Volunteer Opportunities, Specialized Counseling Services, , ", North Bakersfield Program - Henrietta Weill Memorial Child Guidance Clinic,661-393-5836,2001 North Chester AvenueBakersfield,Bakersfield,CA,93308,"Parenting Skills Classes, Parenting/Family Support Groups, Tutoring Volunteer Opportunities, Specialized Counseling Services, , ",661-393-5836,http://www.hwmcgc.org/,Children ages 0-18 ,"DescriptionProvides an outpatient mental health clinic for children who are having emotional and/or behavioral problems. Services include: individual, family and group therapy, case management, parent education, and parent support groups (call for dates/times).","KEVIN EARNEST, MFT            Senior Program Administrator              ",N/A
